id,url_id,user_id,event_type,timestamp,details
85,85,65,created,2025-11-23 19:07:07,"{""short_code"":""GrTwXO"",""original_url"":""https://opswise.net/lively/lagoon/85""}"
86,86,52,created,2025-12-25 23:04:46,"{""short_code"":""Pf2UdW"",""original_url"":""https://relay.cloud/calm/kernel/86""}"
87,87,80,created,2025-05-16 22:39:00,"{""short_code"":""AuegKB"",""original_url"":""https://opswise.net/navy/quartz/87""}"
88,88,19,created,2025-11-17 19:01:52,"{""short_code"":""gPFq0U"",""original_url"":""https://seeded.app/warm/beacon/88""}"
89,89,54,created,2025-12-24 15:33:57,"{""short_code"":""nqcD86"",""original_url"":""https://acme.dev/brisk/engine/89""}"
90,90,387,created,2025-01-27 18:05:15,"{""short_code"":""IC6fAZ"",""original_url"":""https://example.com/proud/pioneer/90""}"
91,91,341,created,2025-08-06 00:15:18,"{""short_code"":""MUlkAl"",""original_url"":""https://example.com/clear/harvest/91""}"
92,92,140,created,2025-06-01 11:40:50,"{""short_code"":""LeQHS1"",""original_url"":""https://relay.cloud/jade/network/92""}"
93,93,305,created,2025-05-19 01:57:14,"{""short_code"":""ik4T3X"",""original_url"":""https://seeded.app/cobalt/lagoon/93""}"
94,94,29,created,2026-01-08 19:29:37,"{""short_code"":""sYxZKh"",""original_url"":""https://acme.dev/dawn/harvest/94""}"
95,95,260,created,2025-10-22 10:31:06,"{""short_code"":""z2BQBe"",""original_url"":""https://example.com/mellow/delta/95""}"
96,96,39,created,2025-03-01 16:35:45,"{""short_code"":""7WIylh"",""original_url"":""https://seeded.app/cobalt/engine/96""}"
97,97,288,created,2025-10-27 01:03:47,"{""short_code"":""rJnAdk"",""original_url"":""https://opswise.net/amber/network/97""}"
98,98,286,created,2025-02-26 00:24:35,"{""short_code"":""kXyNuJ"",""original_url"":""https://seeded.app/clear/valley/98""}"
99,99,127,created,2025-02-16 20:40:24,"{""short_code"":""SNKnmI"",""original_url"":""https://opswise.net/dawn/kernel/99""}"
100,100,141,created,2025-01-09 01:22:59,"{""short_code"":""NVDlPQ"",""original_url"":""https://seeded.app/amber/zenith/100""}"
101,101,317,created,2026-01-09 10:46:28,"{""short_code"":""dmEDGV"",""original_url"":""https://example.com/ivory/lagoon/101""}"
102,102,392,created,2025-12-14 01:28:56,"{""short_code"":""iwwST7"",""original_url"":""https://example.com/harbor/river/102""}"
103,103,64,created,2025-05-02 03:39:23,"{""short_code"":""mgYaWJ"",""original_url"":""https://opswise.net/dawn/valley/103""}"
104,104,221,created,2025-04-17 23:20:41,"{""short_code"":""HY7h6L"",""original_url"":""https://hackstack.io/dawn/field/104""}"
105,105,275,created,2026-02-04 03:42:46,"{""short_code"":""NjB7zK"",""original_url"":""https://opswise.net/opal/field/105""}"
106,106,296,created,2025-02-14 17:55:54,"{""short_code"":""JnQFqw"",""original_url"":""https://relay.cloud/opal/garden/106""}"
107,107,260,created,2025-01-06 09:20:26,"{""short_code"":""EfINun"",""original_url"":""https://acme.dev/gold/yard/107""}"
108,108,291,created,2025-08-16 00:47:27,"{""short_code"":""NvIpqn"",""original_url"":""https://seeded.app/tidy/garden/108""}"
109,109,1,created,2025-03-21 14:17:05,"{""short_code"":""Cg46s3"",""original_url"":""https://relay.cloud/gold/trail/109""}"
110,110,62,created,2025-10-29 03:29:15,"{""short_code"":""Oetfqg"",""original_url"":""https://opswise.net/clear/canyon/110""}"
111,111,289,created,2025-05-01 20:37:34,"{""short_code"":""7aFl6H"",""original_url"":""https://acme.dev/proud/uplink/111""}"
112,112,79,created,2025-11-27 20:31:37,"{""short_code"":""fLI4Ij"",""original_url"":""https://opswise.net/ember/garden/112""}"
113,113,18,created,2025-08-09 09:08:45,"{""short_code"":""FfXm2h"",""original_url"":""https://hackstack.io/silver/trail/113""}"
114,114,329,created,2025-10-19 12:06:00,"{""short_code"":""Q9vRh4"",""original_url"":""https://seeded.app/harbor/lagoon/114""}"
115,115,117,created,2025-01-03 21:11:52,"{""short_code"":""hSYzpM"",""original_url"":""https://opswise.net/keen/field/115""}"
116,116,111,created,2025-03-05 06:38:50,"{""short_code"":""EQbmhx"",""original_url"":""https://relay.cloud/jade/signal/116""}"
117,117,192,created,2026-01-27 13:05:33,"{""short_code"":""cP6mLV"",""original_url"":""https://seeded.app/silver/orbit/117""}"
118,118,271,created,2025-02-13 09:45:06,"{""short_code"":""kWq8Wm"",""original_url"":""https://example.com/silver/kernel/118""}"
119,119,85,created,2025-07-11 06:21:52,"{""short_code"":""nRbqMa"",""original_url"":""https://acme.dev/silver/yard/119""}"
120,120,79,created,2025-06-21 13:46:09,"{""short_code"":""x23r5w"",""original_url"":""https://acme.dev/proud/zenith/120""}"
121,121,132,created,2025-02-27 05:48:50,"{""short_code"":""uq6Knx"",""original_url"":""https://relay.cloud/lively/window/121""}"
122,122,18,created,2025-02-15 22:24:04,"{""short_code"":""vQpAyz"",""original_url"":""https://seeded.app/mellow/pioneer/122""}"
123,123,351,created,2025-04-19 17:27:47,"{""short_code"":""5SpVol"",""original_url"":""https://hackstack.io/calm/journey/123""}"
124,124,396,created,2025-11-14 20:53:37,"{""short_code"":""sQRQNJ"",""original_url"":""https://acme.dev/vivid/island/124""}"
125,125,59,created,2025-08-20 01:16:58,"{""short_code"":""qWDXmb"",""original_url"":""https://opswise.net/urban/island/125""}"
126,126,204,created,2025-09-20 13:24:09,"{""short_code"":""t8EPnT"",""original_url"":""https://opswise.net/clear/window/126""}"
127,127,30,created,2025-11-23 01:57:10,"{""short_code"":""h0bYCB"",""original_url"":""https://acme.dev/ivory/island/127""}"
128,128,189,created,2025-04-15 12:20:02,"{""short_code"":""lw9SVA"",""original_url"":""https://example.com/ember/kernel/128""}"
129,129,309,created,2025-02-06 01:26:15,"{""short_code"":""62dW34"",""original_url"":""https://acme.dev/clear/yard/129""}"
130,130,311,created,2026-01-16 04:57:36,"{""short_code"":""VwvW3J"",""original_url"":""https://opswise.net/calm/field/130""}"
131,131,96,created,2025-08-07 21:44:23,"{""short_code"":""VeiwDd"",""original_url"":""https://opswise.net/lively/engine/131""}"
132,132,103,created,2025-05-09 11:52:26,"{""short_code"":""q6SvvB"",""original_url"":""https://seeded.app/navy/garden/132""}"
133,133,252,created,2025-10-09 02:49:39,"{""short_code"":""2ScHu0"",""original_url"":""https://opswise.net/quiet/journey/133""}"
134,134,81,created,2025-12-05 16:45:28,"{""short_code"":""T4s0wp"",""original_url"":""https://example.com/navy/delta/134""}"
135,135,85,created,2025-07-29 04:17:22,"{""short_code"":""02WdSN"",""original_url"":""https://hackstack.io/silver/yard/135""}"
136,136,98,created,2026-01-11 23:30:56,"{""short_code"":""ChTjh9"",""original_url"":""https://relay.cloud/opal/field/136""}"
137,137,169,created,2025-07-27 01:19:48,"{""short_code"":""xftSbb"",""original_url"":""https://opswise.net/rapid/orbit/137""}"
138,138,198,created,2025-09-13 00:59:11,"{""short_code"":""HXdlWd"",""original_url"":""https://example.com/proud/window/138""}"
139,139,339,created,2025-01-30 08:04:54,"{""short_code"":""UsvRd5"",""original_url"":""https://opswise.net/cobalt/signal/139""}"
140,140,228,created,2025-07-15 05:52:31,"{""short_code"":""uAb3Ws"",""original_url"":""https://example.com/calm/quartz/140""}"
141,141,183,created,2026-01-18 12:35:26,"{""short_code"":""S10BsH"",""original_url"":""https://acme.dev/ember/harvest/141""}"
142,142,75,created,2025-04-15 21:50:52,"{""short_code"":""Huu5lC"",""original_url"":""https://acme.dev/amber/yard/142""}"
143,143,264,created,2025-02-09 01:55:18,"{""short_code"":""nOOKjI"",""original_url"":""https://opswise.net/quiet/harvest/143""}"
144,144,23,created,2025-03-26 01:32:13,"{""short_code"":""djXVyu"",""original_url"":""https://relay.cloud/young/network/144""}"
145,145,72,created,2025-06-25 06:25:57,"{""short_code"":""vwQPGl"",""original_url"":""https://relay.cloud/clear/delta/145""}"
146,146,128,created,2025-06-26 23:05:21,"{""short_code"":""YjemYc"",""original_url"":""https://example.com/keen/window/146""}"
147,147,281,created,2025-03-10 18:58:38,"{""short_code"":""J9adyk"",""original_url"":""https://seeded.app/dawn/field/147""}"
148,148,359,created,2026-02-19 07:09:01,"{""short_code"":""S6fWTi"",""original_url"":""https://opswise.net/urban/island/148""}"
149,149,293,created,2025-09-13 04:45:39,"{""short_code"":""BPkrcx"",""original_url"":""https://hackstack.io/urban/kernel/149""}"
150,150,374,created,2025-09-30 12:25:30,"{""short_code"":""rkhjIE"",""original_url"":""https://example.com/gold/harvest/150""}"
151,151,105,created,2025-04-21 11:22:56,"{""short_code"":""ibuADS"",""original_url"":""https://acme.dev/vivid/quartz/151""}"
152,152,282,created,2025-07-02 05:50:16,"{""short_code"":""HoWlvH"",""original_url"":""https://seeded.app/forest/window/152""}"
153,153,332,created,2026-01-23 20:30:20,"{""short_code"":""PrV30V"",""original_url"":""https://relay.cloud/clear/island/153""}"
154,154,260,created,2025-10-21 09:50:40,"{""short_code"":""jaBAca"",""original_url"":""https://example.com/urban/network/154""}"
155,155,271,created,2025-03-03 07:04:29,"{""short_code"":""vgaXfA"",""original_url"":""https://opswise.net/silver/canyon/155""}"
156,156,391,created,2025-07-18 05:41:21,"{""short_code"":""D0ziRV"",""original_url"":""https://relay.cloud/lively/quartz/156""}"
157,157,218,created,2026-02-02 23:56:11,"{""short_code"":""fDFAup"",""original_url"":""https://example.com/warm/quartz/157""}"
158,158,129,created,2025-05-04 18:25:59,"{""short_code"":""XizakJ"",""original_url"":""https://hackstack.io/opal/river/158""}"
159,159,123,created,2025-05-03 23:45:37,"{""short_code"":""TnN9AF"",""original_url"":""https://opswise.net/ivory/zenith/159""}"
160,160,37,created,2025-04-02 06:39:24,"{""short_code"":""qI388b"",""original_url"":""https://relay.cloud/urban/orbit/160""}"
161,161,2,created,2025-12-30 15:59:29,"{""short_code"":""9X1gTN"",""original_url"":""https://opswise.net/urban/valley/161""}"
162,162,127,created,2026-01-27 00:20:19,"{""short_code"":""6BXnrR"",""original_url"":""https://seeded.app/tidy/meadow/162""}"
163,163,36,created,2025-12-30 07:28:27,"{""short_code"":""8HM7Z7"",""original_url"":""https://hackstack.io/vivid/lagoon/163""}"
164,164,86,created,2025-06-01 19:38:48,"{""short_code"":""ivYbBP"",""original_url"":""https://hackstack.io/brisk/yard/164""}"
165,165,313,created,2025-02-02 05:10:46,"{""short_code"":""Ga5mdr"",""original_url"":""https://opswise.net/tidy/yard/165""}"
166,166,107,created,2025-10-14 18:02:32,"{""short_code"":""BKP4MA"",""original_url"":""https://hackstack.io/ember/valley/166""}"
167,167,267,created,2025-12-02 18:56:57,"{""short_code"":""SCLBwW"",""original_url"":""https://hackstack.io/gold/anchor/167""}"
168,168,99,created,2025-01-07 14:00:43,"{""short_code"":""e598rv"",""original_url"":""https://opswise.net/calm/journey/168""}"
169,169,374,created,2025-04-28 02:35:08,"{""short_code"":""bB1giz"",""original_url"":""https://acme.dev/vivid/lagoon/169""}"
170,170,248,created,2025-12-16 14:10:29,"{""short_code"":""FNtePV"",""original_url"":""https://relay.cloud/urban/engine/170""}"
171,171,323,created,2025-05-23 05:40:21,"{""short_code"":""oBY3nD"",""original_url"":""https://acme.dev/young/lagoon/171""}"
172,172,144,created,2025-10-21 13:59:16,"{""short_code"":""pjho07"",""original_url"":""https://example.com/cobalt/meadow/172""}"
173,173,179,created,2025-06-09 19:56:36,"{""short_code"":""Mp6P2N"",""original_url"":""https://hackstack.io/urban/lagoon/173""}"
174,174,90,created,2025-09-20 00:28:31,"{""short_code"":""qfKquc"",""original_url"":""https://seeded.app/ivory/river/174""}"
175,175,43,created,2025-02-15 00:32:37,"{""short_code"":""iHEHvd"",""original_url"":""https://opswise.net/silver/harvest/175""}"
176,176,222,created,2025-04-04 13:00:42,"{""short_code"":""N4kDBr"",""original_url"":""https://seeded.app/rapid/window/176""}"
177,177,14,created,2025-08-30 01:34:26,"{""short_code"":""eJ7RRz"",""original_url"":""https://opswise.net/ivory/pioneer/177""}"
178,178,15,created,2025-05-06 15:32:39,"{""short_code"":""6UypOI"",""original_url"":""https://acme.dev/cobalt/anchor/178""}"
179,179,149,created,2025-01-27 17:20:50,"{""short_code"":""maWDSD"",""original_url"":""https://example.com/mellow/yard/179""}"
180,180,36,created,2026-01-31 08:26:30,"{""short_code"":""Yq9Rcj"",""original_url"":""https://opswise.net/ember/field/180""}"
181,181,387,created,2025-05-12 14:12:01,"{""short_code"":""MtDe1y"",""original_url"":""https://hackstack.io/proud/uplink/181""}"
182,182,133,created,2025-06-06 01:27:14,"{""short_code"":""yLRd1V"",""original_url"":""https://hackstack.io/harbor/garden/182""}"
183,183,109,created,2026-01-28 16:26:44,"{""short_code"":""ci3G4b"",""original_url"":""https://example.com/amber/engine/183""}"
184,184,141,created,2025-03-26 17:11:24,"{""short_code"":""TIlGyl"",""original_url"":""https://relay.cloud/vivid/zenith/184""}"
185,185,85,created,2025-12-30 18:25:13,"{""short_code"":""aC8Qw3"",""original_url"":""https://relay.cloud/jade/canyon/185""}"
186,186,27,created,2025-06-23 19:25:10,"{""short_code"":""ozva4H"",""original_url"":""https://acme.dev/warm/island/186""}"
187,187,66,created,2025-10-31 02:22:12,"{""short_code"":""GiE9EN"",""original_url"":""https://hackstack.io/gold/river/187""}"
188,188,263,created,2025-11-10 09:51:47,"{""short_code"":""kK3OuZ"",""original_url"":""https://relay.cloud/ember/meadow/188""}"
189,189,32,created,2025-01-23 10:19:42,"{""short_code"":""FIHmHj"",""original_url"":""https://relay.cloud/jade/harvest/189""}"
190,190,102,created,2025-07-16 21:40:12,"{""short_code"":""El7SVZ"",""original_url"":""https://relay.cloud/silver/network/190""}"
191,191,190,created,2026-01-25 12:56:54,"{""short_code"":""kD7LYW"",""original_url"":""https://seeded.app/proud/zenith/191""}"
192,192,147,created,2025-05-24 07:50:09,"{""short_code"":""mks8a5"",""original_url"":""https://hackstack.io/brisk/zenith/192""}"
193,193,106,created,2025-09-15 23:41:35,"{""short_code"":""s8jESp"",""original_url"":""https://relay.cloud/ivory/delta/193""}"
194,194,286,created,2025-08-05 14:18:17,"{""short_code"":""Lk2ftf"",""original_url"":""https://seeded.app/lively/kernel/194""}"
195,195,39,created,2026-01-08 10:21:30,"{""short_code"":""FwQ6hW"",""original_url"":""https://hackstack.io/vivid/quartz/195""}"
196,196,308,created,2025-02-18 03:57:37,"{""short_code"":""ouWU1o"",""original_url"":""https://opswise.net/jade/window/196""}"
197,197,361,created,2025-09-06 03:38:59,"{""short_code"":""WZxKMQ"",""original_url"":""https://relay.cloud/warm/meadow/197""}"
198,198,84,created,2025-07-27 08:42:59,"{""short_code"":""g1kfTX"",""original_url"":""https://example.com/dawn/quartz/198""}"
199,199,16,created,2026-01-18 23:14:05,"{""short_code"":""CHPLc5"",""original_url"":""https://opswise.net/young/valley/199""}"
200,200,382,created,2025-03-31 12:46:43,"{""short_code"":""78WAgB"",""original_url"":""https://example.com/proud/island/200""}"
201,201,27,created,2025-04-12 05:46:45,"{""short_code"":""xgyYRt"",""original_url"":""https://opswise.net/mellow/harvest/201""}"
202,202,1,created,2025-06-08 05:41:55,"{""short_code"":""Q6qDXx"",""original_url"":""https://opswise.net/lively/valley/202""}"
203,203,331,created,2025-09-12 22:14:18,"{""short_code"":""XxDVm5"",""original_url"":""https://relay.cloud/silver/beacon/203""}"
204,204,316,created,2026-01-02 03:13:43,"{""short_code"":""R8heDC"",""original_url"":""https://hackstack.io/mellow/kernel/204""}"
205,205,123,created,2025-07-02 02:48:40,"{""short_code"":""nWcE3u"",""original_url"":""https://seeded.app/ivory/anchor/205""}"
206,206,362,created,2025-12-17 21:30:18,"{""short_code"":""U5rICl"",""original_url"":""https://relay.cloud/forest/harvest/206""}"
207,207,124,created,2026-02-17 08:19:25,"{""short_code"":""eUOvXY"",""original_url"":""https://relay.cloud/amber/pioneer/207""}"
208,208,293,created,2026-01-19 12:06:28,"{""short_code"":""qzQLMd"",""original_url"":""https://opswise.net/quiet/trail/208""}"
209,209,247,created,2025-03-13 16:13:58,"{""short_code"":""Yvz5Xx"",""original_url"":""https://relay.cloud/harbor/harvest/209""}"
210,210,394,created,2025-09-26 18:03:39,"{""short_code"":""cOiG9l"",""original_url"":""https://seeded.app/brisk/lagoon/210""}"
211,211,265,created,2025-07-05 16:33:25,"{""short_code"":""7iU22Y"",""original_url"":""https://opswise.net/brisk/orbit/211""}"
212,212,129,created,2026-01-19 13:05:22,"{""short_code"":""lD5yv3"",""original_url"":""https://relay.cloud/lively/uplink/212""}"
213,213,192,created,2025-05-04 18:59:59,"{""short_code"":""kuO5Rw"",""original_url"":""https://example.com/silver/kernel/213""}"
214,214,385,created,2025-05-12 18:42:12,"{""short_code"":""2cLhGZ"",""original_url"":""https://seeded.app/urban/yard/214""}"
215,215,119,created,2025-11-25 09:20:42,"{""short_code"":""nmD3nN"",""original_url"":""https://relay.cloud/clear/engine/215""}"
216,216,272,created,2025-07-05 19:17:27,"{""short_code"":""ZMbvdO"",""original_url"":""https://seeded.app/young/harvest/216""}"
